Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Text
270141,B002AQ0OS0,A13XQSAXQP1CXL,Kathleen A. Wood,0,0,5,1252627200,Great product-great value,I really like the Timothy's brand--it is a good product for the price. I am ordering Timothy's on auto ship.,really like timothys brandit good product price ordering timothys auto ship
523573,B001SATWUA,AO2BSY9E345DZ,T.B.,1,3,2,1282521600,Nothing Special,"I bought both this version and the breakfast blend because it has great reviews for taste.  The coffee isn't bad but it defiantly is not anything special. For the price it could be more ethical (fair trade, organic, shade grown etc.). The taste was OK but I'll stick with Dean's Beans.",bought version breakfast blend great reviews taste coffee isnt bad defiantly anything special price could ethical fair trade organic shade grown etc taste ok ill stick deans beans
194356,B002LMGV0S,AD4QJRYAXIR0W,"Nozama ""Emirp""",0,0,4,1347148800,Above & BEEyond,":) Well my honey recommended this for help in healing a freshly stitched up chainsaw induced wound. Well how sweet it is... it not only accelerated the process but helped take some of the sting out of the experience. I did not apply directly into the wound at first....just around the edges. I did this at night, covering up the sticky stuff with a large bandage tapped securely in place & left it on as i slept. After the wound closed i lightly applied it directly on it about every other day for a week.<br />My recovery was quick....so quick i did not need to use allot. Now i am in the next phase of my recovery, scar reduction & physical therapy & doing great. Proper wound management care is essential from day 1 until fully recovered as the better job you do the better your chances of a quick & complete recovery. So if you have your antennas out looking for something above & beeyond your standard remedy i recommend trying this sweet stuff & sticking to it :)",well honey recommended help healing freshly stitched chainsaw induced wound well sweet accelerated process helped take sting experience apply directly wound firstjust around edges night covering sticky stuff large bandage tapped securely place left slept wound closed lightly applied directly every day weekbr recovery quickso quick need use allot next phase recovery scar reduction physical therapy great proper wound management care essential day fully recovered better job better chances quick complete recovery antennas looking something beeyond standard remedy recommend trying sweet stuff sticking
46468,B002GJ9JWS,ASSNSEMEE2MJJ,Alyssa,0,0,5,1331769600,Amazing,I am so addicted to peanut butter. I eat it every day as my breakfast with an apple to dip into it. This peanut butter is so good and easy to make. All you do is add some water into it and basically you choose the consistency. It tastes amazing and I couldn't be happier with it. I'm so glad i ran across this product!,addicted peanut butter eat every day breakfast apple dip peanut butter good easy make add water basically choose consistency tastes amazing couldnt happier im glad ran across product
115886,B001EO5XSA,A2GJZ0EWHLH7P1,Maine Anchor,2,2,5,1298937600,Great Product-  Sloppy Packing,"I love Braggs-  This 6-pack seemed liked a real good deal.  Unfortunately, whoever packed my order had no common sense and they put this on top of other items in my order and those items arrived broken.  They put all six bottles in a thin, plastic bag.  When my order arrived, everything in it including the box, was soaked in Braggs.  I will never order Braggs from Amazon again, I will buy it somewhere else.",love braggs pack seemed liked real good deal unfortunately whoever packed order common sense put top items order items arrived broken put six bottles thin plastic bag order arrived everything including box soaked braggs never order braggs amazon buy somewhere else
519052,B001EQ52CU,A3DUK5IR4A99ZW,"Mary M. Field ""mmm""",1,1,5,1265760000,Good Stuff!,"I could drink gallons of water with this added.  Unable to locate the product locally, I order from Amazon.  Product arrived quickly!",could drink gallons water added unable locate product locally order amazon product arrived quickly
153731,B000HDMW8S,AMV4Z9RK7U9B,"Jean Logan ""Jean""",6,13,4,1244937600,Only two fish but very tasty,I was surprised to find only two fish in the can.  They were very tasty but very expensive for two fish after paying for shipping.  I wish Amazon would stock Seasons products.,surprised find two fish tasty expensive two fish paying shipping wish amazon would stock seasons products
144872,B002OFUBJO,A25F1MJM7NG19C,J. DeFelice,2,3,1,1342915200,Is it meat?,"I have been trying to find a good brand of jerky that I don't have to order online.  I finally tried Jack Link's original.  Way too sweet, doesn't taste like meat, and most of the pieces don't have the texture of meat.  At times, I thought I was eating plastic.  Or some soy meat-substitute.  I couldn't even make it through the whole bag.  I miss the original Pemmican..., before ConAgra sold the brand and it got ruined...",trying find good brand jerky dont order online finally tried jack links original way sweet doesnt taste like meat pieces dont texture meat times thought eating plastic soy meatsubstitute couldnt even make whole bag miss original pemmican conagra sold brand got ruined
453270,B0029XLH4Y,A1CFTPC3K0YROG,Jay L. Tidwell,0,0,5,1308268800,Flying High with Jet Fuel,How could I pass up a coffee named Jet Fuel. We are a dark roast family and this was a perfect match. Love the deep flavor without the bitterness of many of the dark roasts.,could pass coffee named jet fuel dark roast family perfect match love deep flavor without bitterness many dark roasts
223075,B000UUWECC,A1I1CSAPIX269Z,"Fnu P. Usha ""up""",2,9,1,1242432000,spoiled product,"Immedieatly after i bought this i opened and drank one sachet,its stinks,its stale product,i have to keep in referigator and have it because i have purchased by paying $-12.i never recommed this product to anyone.",immedieatly bought opened drank one sachetits stinksits stale producti keep referigator purchased paying never recommed product anyone
261118,B0012KB47K,AALWYV9IY0EKZ,purrrplej,0,0,5,1289865600,Party mix is now one of my cat's favorite treats,"The various Friskies ""party mix"" flavors of treats really appeal to my cat's taste buds. They are his new favorites. Especially the Beachside Crunch version. He used to be a treat fanatic, but lately he hasn't been eating as many treats because he's been filling up more on wet food; that's sort of replaced his ""dry treat"" routine. However, he usually will still eat the party mix if I give it to him, even if he shuns other treats.<br /><br />And one other great thing about party mix - the price is cheap, but you get a lot for your money, since it is a good-sized bag. Great taste, great value - what's not to like?",various friskies party mix flavors treats really appeal cats taste buds new favorites especially beachside crunch version used treat fanatic lately hasnt eating many treats hes filling wet food thats sort replaced dry treat routine however usually still eat party mix give even shuns treatsbr br one great thing party mix price cheap get lot money since goodsized bag great taste great value whats like
492411,B005CJBKAI,A1IGL92JOSW6A2,Fussy,0,0,4,1321574400,vanilla beans,"this ia my second purchase and these beans are a good deal, with the free gift. I'll be coming back",ia second purchase beans good deal free gift ill coming back
327203,B001QE7RJQ,A2W89TEVBAVGUU,Adris,0,0,5,1336953600,My dog goes crazy!,"My maltipoo goes craaaazyyyy whith these treats! she doenst eat a lot, but she'll beg for these! Her teeth are very clean too! Ive purchased these treat 3 times now and I will keep purchasing them!",maltipoo goes craaaazyyyy whith treats doenst eat lot shell beg teeth clean ive purchased treat times keep purchasing
49464,B003LECIDE,A2TRHYMH8NZ1NY,Samira Motaghedi,0,0,5,1342051200,ez sweetz,"I read the reviews before purchasing this item and its true its not as sweet as the company claims. One drop doesn't equal one packet of splendia regardless of which size you buy. It takes two drops to equal one packet even when you use the tiny size bottles.<br /><br />But I don't care!!!! It's awesome. NO CARBS!! I use it in my ice cream maker, in my coffee, cooking etc. I love this product and the price too. Plus, if you go to their Facebook page they have a 30% coupon which I used.",read reviews purchasing item true sweet company claims one drop doesnt equal one packet splendia regardless size buy takes two drops equal one packet even use tiny size bottlesbr br dont care awesome carbs use ice cream maker coffee cooking etc love product price plus go facebook page coupon used
155132,B000GAT6NG,A1LDWNWQJ8I1KB,"G. Lees ""Mom of a 6 1/2 year old.""",2,2,5,1282003200,Nutiva Organic EV Coconut Oil,"I LOVE this stuff.  It arrived fairly quickly, but had leaked a bit inside it's box (I suppose that's to be expected with trying to ship an oil in the middle of summer).  I've had it for a month or so and it's only just starting to solidify in the cupboard.<br /><br />The oil smells wonderful, a yummy coconut smell, and when it's heated in a pan it just smells that much better. I use it every time I pan fry anything (eggs, fish, chicken, etc) and it always works wonderfully.  I haven't noticed it adding any coconut flavor to anything really, except perhaps eggs which I don't mind at all.<br /><br />I have used it in baking a couple of times and have had only one issue.  Because it's a 'solid' oil (depending on temperature) when I added cold eggs to the oil and didn't mix fast enough it started to chunk up so things didn't mix very smoothly.<br /><br />I should also add that my son has exzema and has since he was born.  I haven't found anything better then coconut oil to use as an after bath moisturizer for him, and he smells sooooo good when we are done.",love stuff arrived fairly quickly leaked bit inside box suppose thats expected trying ship oil middle summer ive month starting solidify cupboardbr br oil smells wonderful yummy coconut smell heated pan smells much better use every time pan fry anything eggs fish chicken etc always works wonderfully havent noticed adding coconut flavor anything really except perhaps eggs dont mind allbr br used baking couple times one issue solid oil depending temperature added cold eggs oil didnt mix fast enough started chunk things didnt mix smoothlybr br also add son exzema since born havent found anything better coconut oil use bath moisturizer smells sooooo good done
543432,B0012KIBP8,A3I517RVRQB206,"otter127 ""Keen shopper""",2,2,5,1236643200,Cats eat this up!,My kitties are addicted to these treats. This is the best buy on the internet.,kitties addicted treats best buy internet
310509,B008JKTH2A,A1LFSTBR7L7PUT,"V. Wiedemann ""2 avid readers""",0,0,5,1284076800,a bit of heaven in a bar,"We are on a special diet and there are very few bars that are healthy and have no ingredients that are bad for us.  This is one of them.  This is also incredibly delicious.  My husband, who has a lot of trouble chewing, says these bars are so good he doesn't mind the effort it takes to eat one!<br /><br />I've ordered these twice, but now that hubby has found out how good they are we might be ordering 2 boxes at a time in the future.<br /><br />If you want a quick pick-me-up snack that is healthy and tastes better than most candy, try these!",special diet bars healthy ingredients bad us one also incredibly delicious husband lot trouble chewing says bars good doesnt mind effort takes eat onebr br ive ordered twice hubby found good might ordering boxes time futurebr br want quick pickmeup snack healthy tastes better candy try
381859,B003UKFW8W,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,5,1282003200,Lovely Lemon Ginger Green Tea,"*****<br />Stash's Organic Premium Lemon Ginger Green Tea has the pure, true flavor of ginger and lemongrass---not flavorings. I am not usually a fan of Stash's teas, but this premium tea is as good as much more expensive and higher-end teas. Everything in this tea is organic---the organic ginger, the organic green tea, and the organic lemongrass. Although it does contain caffeine, I think it is a much milder green tea, because I tasted the ginger and lemongrass dramatically more than the green tea. This balance made the tea even more enjoyable---a sort of different kind of teasan, one balanced with a little green tea.<br /><br />Stash Tea has been around for over 35 years, and I love the direction they are moving with their teas, towards more organic and loose teas, more true flavors instead of artificial flavorings.<br /><br />I would highly recommend Stash's Organic Premium Lemon Ginger Green Tea unless you do not care for ginger or for spicier teas; otherwise you are certain to be delighted!<br /><br />Highly recommended.<br />*****",br stashs organic premium lemon ginger green tea pure true flavor ginger lemongrassnot flavorings usually fan stashs teas premium tea good much expensive higherend teas everything tea organicthe organic ginger organic green tea organic lemongrass although contain caffeine think much milder green tea tasted ginger lemongrass dramatically green tea balance made tea even enjoyablea sort different kind teasan one balanced little green teabr br stash tea around years love direction moving teas towards organic loose teas true flavors instead artificial flavoringsbr br would highly recommend stashs organic premium lemon ginger green tea unless care ginger spicier teas otherwise certain delightedbr br highly recommendedbr
376728,B000NMCEJK,A2E6YWG1G985CT,E. P. Smith,35,43,1,1312416000,Probaly not the best idea,"Ordered two 56oz bags. They arrived quickly, but most of the candies inside had broken shells, completely shattered shells, or where just reduced down to chocolate covered peanuts. The ones that did not break are coated with an layer of M&M shell shards from their murdered bagmates. Poor fellas had to watch their poor friends and family shatter then were violently dismembered right in front of them, left only to be covered in the skin and guts of those they love.",ordered two oz bags arrived quickly candies inside broken shells completely shattered shells reduced chocolate covered peanuts ones break coated layer mm shell shards murdered bagmates poor fellas watch poor friends family shatter violently dismembered right front left covered skin guts love
546096,B003YSV5ZY,A4WC07G97KYAU,A reader from New Hampshire,0,0,1,1348012800,"Price increased, size decreased","I bought these bars for several years at my local co-operative grocery store, and ate them daily--they are tasty. However, the price increased nearly 100% during that time, and I noticed that, although the individual wrappers within the box remained the same size, the bar within the wrapper decreased. When I stopped buying these, the actual bar was only half the size of the wrapper. That's deceptive packaging, so I refuse to buy these any more. I suspect that other shoppers likewise complained, because last month the store where I bought these stopped carrying them.",bought bars several years local cooperative grocery store ate dailythey tasty however price increased nearly time noticed although individual wrappers within box remained size bar within wrapper decreased stopped buying actual bar half size wrapper thats deceptive packaging refuse buy suspect shoppers likewise complained last month store bought stopped carrying
498079,B000BYAECY,A27VKJX8672L3I,Judi,1,1,3,1307059200,My puppy loves these,"This is a great product-my dog loves these. I was a little disappointed that it is a ""product of China"" which I why I only gave it 3 stars.",great productmy dog loves little disappointed product china gave stars
111726,B000OV8OTY,A2XUXG6L9ERQFO,Ateam,0,0,5,1349222400,They work,"These seem to work pretty well. Unfortunately, my cat kept getting into them and they would get stuck to his fur...oh well.",seem work pretty well unfortunately cat kept getting would get stuck furoh well
282408,B00292BM7W,AYENUED7K4RIG,jkdale,0,0,5,1350432000,My dog will do anything for these,"I had previously been using another one of Zukes products for treats for my dog but my mother in law gave me a box of these baked treats to try and I have never seen my dog act so well!<br /><br />The baked zukes are great because there is no odor or residue that gets left on your hands.<br /><br />My cockapoo will run into her kennel when she sees me going to get the baked zukes at night in anticipation of doing what I am going to ask her to do. She LOVES these treats.<br /><br />I just wish I could find them in stores, I can only seem to find them on Amazon.",previously using another one zukes products treats dog mother law gave box baked treats try never seen dog act wellbr br baked zukes great odor residue gets left handsbr br cockapoo run kennel sees going get baked zukes night anticipation going ask loves treatsbr br wish could find stores seem find amazon
91862,B000GD9O3U,A1EQ69FKSKUHL8,"Jo Winter ""7Acres""",0,0,5,1290124800,Hairball remedy,Product works really well on hairball problems and my cat will come back to get more if she's constipated and it seems to take care of that problem also.,product works really well hairball problems cat come back get shes constipated seems take care problem also
127024,B003JA5KDU,A2NA4NHE5QRLZ7,marymuse,0,0,1,1317254400,"boost the flavor, please?","I'm a big water drinker, and I love using mix-ins for my water. However this simply did not work. Clumpy. Didn't taste good. I struggled to drink it and don't think it's something that I'd be able to recommend. Ugh.",im big water drinker love using mixins water however simply work clumpy didnt taste good struggled drink dont think something id able recommend ugh
511372,B000VVY0YK,A2H8Q7AYXA4JM8,Bast,1,1,5,1263254400,Great Crunchy Treat That Doesn't Stink,"My six pound chihuahua loves these. They're crunchy, don't stink, and last a good long time without spoilage. I'm impressed!",six pound chihuahua loves theyre crunchy dont stink last good long time without spoilage im impressed
196173,B000FSKIOA,AEM1ILD0FSC5J,A. L. S.,1,1,5,1163376000,Awesome Jerky,One of the best beef jerky's I've had.  I got a sample with my order of hot shots and immediately ordered more of these.  Yum!  Chewable and salty.,one best beef jerkys ive got sample order hot shots immediately ordered yum chewable salty
402228,B0008IUQE4,A2G11GPHNCN13O,Chris from Chicago,0,0,5,1347494400,Excellent sauce,"Despite the name, it's great for those who require a bit more heat from their every day hot sauce.  I believe it's rated at 3-4 times the scoville level of Tabasco, so nice heat while maintaining flavor.",despite name great require bit heat every day hot sauce believe rated times scoville level tabasco nice heat maintaining flavor
343360,B00004RBDU,A2H8EBX1V7K7RE,stlcard069,8,8,5,1316390400,Victor flea trap is superb!,"This is the best at getting rid of fleas. This summer has been a long hot one and with that the fleas have been horrible in our area. ever since we bought this, our cats have been greatly relieved of fleas. Great product!!",best getting rid fleas summer long hot one fleas horrible area ever since bought cats greatly relieved fleas great product
57097,B00270VDVQ,AE92DNMOMXRNW,Eric,2,4,1,1323388800,Where is it?,Still haven't received the product purchased over a month ago! Sent an email to the company and never got a response back. Is it ever going to ship to me?????,still havent received product purchased month ago sent email company never got response back ever going ship
241165,B004P7QDFK,A1X80PHSE6U5YJ,Elleana,1,1,5,1322179200,Delicious!,"These are our favorite kind of cookies! Usually, I just buy the dark chocolate one, but Pepperidge has so many different types, I recently decided to try the others. The mint adds a refreshing hint to the chocolate, which we like. These are nice to enjoy with tea as a midafternoon snack or something of the sort.",favorite kind cookies usually buy dark chocolate one pepperidge many different types recently decided try others mint adds refreshing hint chocolate like nice enjoy tea midafternoon snack something sort
212150,B000CNB4LE,A2FN03182R5058,"lizzie liz ""liz""",2,9,1,1315267200,its really good for you...,"This product is really good for you healthy wise. But if you cant swallow it, its a waste of fricken money!! it tastes like a tangy spoiled milk to me. I bought this for my sister. She and I have heard its really good for you and did the research to follow it up. I know not everything good for you tastes/smells pleasant, so you just put it down the hatch because you know its what your body needs to run at a optimal level. But I cant do it with this. And Ive drank all sorts of nasty smelling health stuff. I just cant get over the connection to spoiling milk. My sister is drinking the rest of our package. But Ive noticed that shes been drinking hers with lots of ice and she doesnt do it every day because its so awful. We will not be buying this again. I hope this helps some of the customers looking at this product (even if my opinion is of the miniority).",product really good healthy wise cant swallow waste fricken money tastes like tangy spoiled milk bought sister heard really good research follow know everything good tastessmells pleasant put hatch know body needs run optimal level cant ive drank sorts nasty smelling health stuff cant get connection spoiling milk sister drinking rest package ive noticed shes drinking lots ice doesnt every day awful buying hope helps customers looking product even opinion miniority
422615,B002LV6LKY,AJCK6OKNWGIYG,Mike K,0,0,5,1295568000,I love the strawberries in this cereal,"I'm a fan of Honey Bunches of Oats Cereal. There are a bunch of them but I've only had the one with just honey, the one with almonds and now this one with strawberries. I love the strawberries in the cereal. It provides a really nice sweet and tart taste. The texture of the strawberries when combined with milk if firm but not too firm - just right. And the flakes with the honey bunches are delicious. My only knock on the cereal is it does tend to get a little soggy. So if you eat it quickly enough you won't have that problem.",im fan honey bunches oats cereal bunch ive one honey one almonds one strawberries love strawberries cereal provides really nice sweet tart taste texture strawberries combined milk firm firm right flakes honey bunches delicious knock cereal tend get little soggy eat quickly enough wont problem
310396,B008JKTH2A,A148J0MCWI95F6,Claude Jarmon,0,0,5,1337990400,kind bars,Have bought these fruit and nut bars for years. always great and a high quality product. Great for hiking and going to the beach.,bought fruit nut bars years always great high quality product great hiking going beach
99708,B002OFU84M,A2TN9C5E4A0I3F,Jimmy,0,1,1,1335744000,"Dry, overly chewy and bland","Don't buy these from Amazon Warehouse like I did...total waste of money for these dry hunks of blandness.  I wouldn't know what they are like fresh, it wasn't sold to me that way...but at least my dog had dog chews.  Not sure why Amazon insists on selling worthless food rather than throw it away and risk ticking off customers and/or poisoning them.  I know they are closer to the expiration date buying it through the warehouse but seriously...THROW BAD FOOD AWAY AMAZON!  Sheesh.",dont buy amazon warehouse like didtotal waste money dry hunks blandness wouldnt know like fresh wasnt sold waybut least dog dog chews sure amazon insists selling worthless food rather throw away risk ticking customers andor poisoning know closer expiration date buying warehouse seriouslythrow bad food away amazon sheesh
512030,B000BIQLL8,A24YXRSV7NFHCH,tim,0,0,5,1256428800,yummy,"The miso is delicious; Its an easy way to have a quick breakfast. I have an egg with the soup, and eat something else at lunch time. The miso in the morning is very light, and not heavy on the stomach.",miso delicious easy way quick breakfast egg soup eat something else lunch time miso morning light heavy stomach
130853,B0012KH08M,ACNF5NXE7H8BJ,AJBJ,1,1,5,1325635200,"Fancy Feast.....kitty ""crack""","Cats love this stuff.  My Fancy Feast cat is now 14 yrs old.  He is beginning to have kidney issues and the vet wanted him exclusively on a prescription diet.  He wasn't having any of the prescription diet (loving his Fancy Feast) so I ended-up mixing it half-n-half.  Perhaps this wasn't an ideal solution, but the good news is he would at least get some prescription food.  It has worked because last blood work showed a better kidney function and vet was pleased.  My cat has always loved his Fancy Feast preferring the ""Classic"" variety over the grilled or shredded stuff.",cats love stuff fancy feast cat yrs old beginning kidney issues vet wanted exclusively prescription diet wasnt prescription diet loving fancy feast endedup mixing halfnhalf perhaps wasnt ideal solution good news would least get prescription food worked last blood work showed better kidney function vet pleased cat always loved fancy feast preferring classic variety grilled shredded stuff
161882,B0043JD9DO,A26UPF7NROUNNX,"Readin ""Martinsburg, WV""",1,1,5,1346889600,Delicious!,This was really delicious.  It has a perfect balance of sweet to hot and really good pepper flavor.  Better than some other brands I've tried.  I would buy this again.,really delicious perfect balance sweet hot really good pepper flavor better brands ive tried would buy
422865,B001M1V4Z6,A2L4HPAS9KN8TT,malluprince,0,0,5,1298073600,Delicious!,"Not knowing what this cereal tasted like while ordering a 5 pack was a bit of a gamble;  however going by the past reviews helped make the decision easier. I went in on S&S deal to make the deal more palatable (yes), and I don't regret the decision. If you are a fan of granola, you will live this. It has a hint of sweetness but not overpowering like others I have had. In addition, as one reveiwer said, the caloric content is a bit less than other silmilar granola cereals I have had. Overall a good purchase.",knowing cereal tasted like ordering pack bit gamble however going past reviews helped make decision easier went ss deal make deal palatable yes dont regret decision fan granola live hint sweetness overpowering like others addition one reveiwer said caloric content bit less silmilar granola cereals overall good purchase
294157,B000LKZ3GA,A2LJJ4482V9LAW,SunnyBeachLife,1,4,3,1250812800,Good milk but don't buy on Amazon..rip off!,"You can find this just about anywhere at a lower cost than here.  What a major rip off.  Amazon's price isn't just non-competitive, it's scary how much they're charging.  Don't pay anything above $15 with free ship in my opinion.  I mean seriously, more than $1 a piece is outrageous, it isn't worth it.  Buy it by the gallon at your local stores.<br /><br />**Also, just read a news article saying Dean Foods (mfg or Horizon) has become the milk mafia in squeezing out the local farmers and any competition.  It makes me not want to even buy this product.  Think carefully before you purchase and read up on all articles about Dean Foods.  Very interesting.",find anywhere lower cost major rip amazons price isnt noncompetitive scary much theyre charging dont pay anything free ship opinion mean seriously piece outrageous isnt worth buy gallon local storesbr br also read news article saying dean foods mfg horizon become milk mafia squeezing local farmers competition makes want even buy product think carefully purchase read articles dean foods interesting
553789,B002GWMD2I,A2R8QUOMJPM9RT,griller,5,6,2,1294617600,Not the Best,"Of all the coffee beans I have gotten through Amazon I'd have to say that this has been my least favorite.  The flavor is flat for my taste and reminds me of just plain old commercial grade coffee.  Unfortunate because I was looking so forward to receiving it.  I much prefer the Organic Cafe Altura Dark for this style of roast.<br />Oh well, I tried...",coffee beans gotten amazon id say least favorite flavor flat taste reminds plain old commercial grade coffee unfortunate looking forward receiving much prefer organic cafe altura dark style roastbr oh well tried
89899,B002LANN56,A32XGYDA14KT13,"Sharon S. Walker ""BookLoverAzleTexas""",0,0,5,1337731200,This dog food is AWESOME!!!,"I need to start by saying I have three dogs, a senior citizen golden retriever who will eat anything, a 7-year old pug who is somewhat of a picky eater and really likes moist food the most and last of all a 2 year old papillion that is a little princess who is quite the picky eater.<br />I just received this dog food today and put it out for their dinner tonight.  I always feed the youngest dog off by herself so that the big dogs don't disturb her.  She loves this food and ate every bit of it!<br />The two other dogs never looked up from their bowl until all the food was gone.<br />I'm telling you this stuff looks good enough to eat myself.<br />We as a family have discussed that this brand and flavor is now our ""go to"" food for our dogs at this house.<br />This is well worth your consideration....gave it a 5 star rating.",need start saying three dogs senior citizen golden retriever eat anything year old pug somewhat picky eater really likes moist food last year old papillion little princess quite picky eaterbr received dog food today put dinner tonight always feed youngest dog big dogs dont disturb loves food ate every bit itbr two dogs never looked bowl food gonebr im telling stuff looks good enough eat myselfbr family discussed brand flavor go food dogs housebr well worth considerationgave star rating
311015,B001EO6FPU,A1EJ6J6N9I7W35,Billy Hollis,2,2,4,1334534400,Best sweetener I've found for weight management,"I used Splenda for a long time to keep sugar out of my diet, but decided to try this as an experiment. I like it better. While the taste is a bit inferior, I seem to be able to use less of it, and it doesn't seem as likely to trigger cravings for more food later. Some of the more recent research says that this is the Achilles heel of sweeteners - using them may save calories immediately, but makes you want to consume more later. In my own case, ZSweet (containing erythritol) does that less than Splenda (sucralose). (Of course, everyone's metabolism is different, so your mileage may vary.)<br /><br />It's way superior to the other sugar-alcohol products. With erythritol, I've never noticed the digestive side effects that maltitol and sorbitol cause if you consume any significant amount.<br /><br />In addition to cooking, coffee, mixing in shakes, etc., I also use this when I want a bit of chocolate. Here's my trick: I get dark, dark chocolate (85-90% cocoa), which has only a very small amount of sugar - typically about 4 grams per serving. Then I put a little bit of this ZSweet powder in a saucer, and dip the chocolate in it for a dusting before taking a bite. That allows me to eat high quality chocolate, and to get some decent sweetness, without the sugar and without the side effect of sugar alcohols in most sugar-free chocolate.<br /><br />*** Update 3 June 2012 ***<br /><br />After using up my first batch, I ordered another. This one isn't the same. The product is coarser, and does not dissolve nearly as well. In cold drinks, it pools at the bottom unless I vigorously stir and shake.<br /><br />Also, one of the two packages had a defect and leaked at the bottom. I thought I was just pouring wrong until I found the leak, after sweeping up a couple of times.<br /><br />So I subtracted a star from my previous enthusiastic review. We'll see on the next batch if they fix these problems. If not, I might have to look elsewhere for erythritol.",used splenda long time keep sugar diet decided try experiment like better taste bit inferior seem able use less doesnt seem likely trigger cravings food later recent research says achilles heel sweeteners using may save calories immediately makes want consume later case zsweet containing erythritol less splenda sucralose course everyones metabolism different mileage may varybr br way superior sugaralcohol products erythritol ive never noticed digestive side effects maltitol sorbitol cause consume significant amountbr br addition cooking coffee mixing shakes etc also use want bit chocolate heres trick get dark dark chocolate cocoa small amount sugar typically grams per serving put little bit zsweet powder saucer dip chocolate dusting taking bite allows eat high quality chocolate get decent sweetness without sugar without side effect sugar alcohols sugarfree chocolatebr br update june br br using first batch ordered another one isnt product coarser dissolve nearly well cold drinks pools bottom unless vigorously stir shakebr br also one two packages defect leaked bottom thought pouring wrong found leak sweeping couple timesbr br subtracted star previous enthusiastic review well see next batch fix problems might look elsewhere erythritol
204348,B006N3I79Y,A2DQW8FVUIN9S5,C. Petruzelli,0,0,5,1348617600,Great coffee!,"This is a great tasting coffee. It does not taste like decaf, it is very full and flavorful! I will definitely get the coffee again.",great tasting coffee taste like decaf full flavorful definitely get coffee
285181,B0041L3MAE,A14CEAW83UN2B3,Stitch,3,3,2,1321574400,Too much RED DYE!!,"I didn't wanted to buy anything that was made with rawhide but a friend gave my pup a Dingo and he loved it. So I forced myself and brought my first bag of Dingo Dental Bones a month ago. Stitch loved it! I loved it too because he actually spent a good 45 minutes~2 hours on a Dingo Dental Bone. I didn't really like the red dye in the chicken meat but it wasn't overwhelming. If you actually crack a piece of the chicken off you can still see some non-dyed chicken.<br /><br />So I ordered a second bag of Dingo, just the original red package. The red dye was so strong that the whole piece of chicken was blood red and it even DYED the rawhide pinkish red!! It's kind of ridiculous to dye something the dog can smell! It's not necessary as long it tastes delicious.<br /><br />Anyhow I am on the search for something else, hopefully a better alternative other than Dingos.<br /><br />At least it wasn't made in China.",didnt wanted buy anything made rawhide friend gave pup dingo loved forced brought first bag dingo dental bones month ago stitch loved loved actually spent good minutes hours dingo dental bone didnt really like red dye chicken meat wasnt overwhelming actually crack piece chicken still see nondyed chickenbr br ordered second bag dingo original red package red dye strong whole piece chicken blood red even dyed rawhide pinkish red kind ridiculous dye something dog smell necessary long tastes deliciousbr br anyhow search something else hopefully better alternative dingosbr br least wasnt made china
20545,B003PFUNU4,A3W4C62PTIX1VB,Addicted to Amazon,0,0,5,1308182400,HUGE,"I guess I just wasn't paying attention to the size, which makes the price even better, but these bottles are HUGE and the flavors are fantastic. Sugar, calorie, fat free tastiness? Yes, please! Try them in plain water. YUM! Plus my coffee bar looks positively posh now. =)",guess wasnt paying attention size makes price even better bottles huge flavors fantastic sugar calorie fat free tastiness yes please try plain water yum plus coffee bar looks positively posh
262338,B001EPPJX8,A20J70GXDB02N2,"TrailWinds ""tbb""",0,0,3,1326067200,Is this oolong tea or seaweed?,"I'm serious. I sent one of the cans to my friend 1 miles away from me. This morning we were discussing how it tastes and we came to the mutual conclusion that it tastes like kelp or wakame or seaweed of some sort. We guess it's ok, just very odd.",im serious sent one cans friend miles away morning discussing tastes came mutual conclusion tastes like kelp wakame seaweed sort guess ok odd
7877,B00355HJ0Q,AEH4T1X2LVVWD,meispeg,0,0,5,1307491200,Convenient and good,I bought these for my grandson who is 7 months old. He loves them and they are just the right size for a snack between feedings. His mom likes the convenience and ease in taking them along. I like ordering these and having them shipped directly to their house. It makes me feel like I have sent them a little present that is practical and appreciated.,bought grandson months old loves right size snack feedings mom likes convenience ease taking along like ordering shipped directly house makes feel like sent little present practical appreciated
437119,B000WFPJIG,A3QSBGIXNR0MF1,Joyful in Seattle,3,3,5,1196726400,"same food, less money","Great price, same food! Food arrived well packaged, quick, no problems. My cats like the food (it's really the same stuff) and I am glad to spend less and not have to go to the store.",great price food food arrived well packaged quick problems cats like food really stuff glad spend less go store
324180,B000B85AU6,A36SKOVCAHP4WE,W. Redmond,0,0,5,1326499200,great buy,"i have little dogs and worry about feeding them rawhide.  however, it's either that or my furniture, so we use the vanilla cow ears.  this is a particularly good buy and they dont seem to splinter into little slivers (that's the dangerous thing about rawhide).  my vet seems to think they are about as safe as a chew thing could be.  shipping is really fast on these, too.",little dogs worry feeding rawhide however either furniture use vanilla cow ears particularly good buy dont seem splinter little slivers thats dangerous thing rawhide vet seems think safe chew thing could shipping really fast
